d,betaprime,total cost,preprocessing,single enum,probability
240,198,50678371309235226307119237784666112,1033948266033404353654932111360,1689067314266173477204634107904,3.832849364805535e-05
241,198,90480444122460126548779904897384448,1040203609064699737456477470720,1765491111719952041769657434112,2.2119916606891136e-05
242,198,116412859380584510206312448637534208,1052714295127290505059568189440,1831702585357161838280427175936,1.767485383748805e-05
243,198,212917065944501668465655143093764096,1058969638158585888861113548800,1911195913183249465147622686720,9.951089226172923e-06
244,198,270546369216916140009881642261807104,1071480324221176656464204267520,1971765684775203192399206547456,8.024097665104155e-06
245,200,500080888880105906194698422785671168,2386523534692035965570418475008,4364293172813668340649844277248,9.629784423632856e-06
246,200,646029212060152368931479158754639872,2414556581104121336074755637248,4378757772004016906337261715456,7.501196178410827e-06
247,202,1168151213042152775245362818122252288,5408735544036514999551840485376,9852694751863534974820446896128,9.319588713204286e-06
248,202,1506723208812184229141857295122038784,5471905656736015312640834273280,10041886091036341840447667175424,7.3448931409317564e-06
249,206,2769047867173912526074689746248925184,27227446226161779646791252180992,45496222633491447801305152618496,1.87345750464693e-05
250,206,3569006706915869099356506353695719424,27547372847335221263615251185664,47925048366555999800206477492224,1.508482375088272e-05
251,206,6425821889504888780561516954231242752,27707336157921939820227437002752,50072940313517371141064069480448,8.634586035941778e-06
252,206,8287772422392614041805939009254326272,28027262779095376933451808636928,50997932967038628679682162163712,6.801878711416699e-06
253,210,14808120459590859275231333905648844800,120015310503552954318600846442496,204911123680914142909470781472768,1.5652521331264808e-05
254,212,19037417875231925517229234344796618752,257789260257523679223427178168320,417117047779594228139868047802368,2.528905204793022e-05
255,216,34040584387696508159705542948504469504,1235104133624433294729097959702528,1854853466819249087821564369436672,6.475063763871485e-05
256,216,44775602799680316362065624945267834880,1249692847581227555963533095075840,1899687165243592555768452319543296,5.017360745204212e-05
257,216,80309030989504612728034246956907757568,1256987204559624686580750662762496,2031999916522353261920622255013888,2.9214202858868536e-05
258,216,104367431827875170832618522069826535424,1271575918516418947815185798135808,2072719726806740288176264012890112,2.285795114592766e-05
259,216,187568616883332625700086531439510683648,1278870275494816078432403365822464,2179776041160123113434925204766720,1.3153632930005982e-05
260,216,243168681312599390412388666686289477632,1293458989451610339666838501195776,2218496223040614960495573019394048,1.0302477845258663e-05
261,218,445177176092752629578805147633543282688,2852149684484238016016393791602688,4840290294804026965175092849410048,1.232625496497493e-05
262,218,574290426702222743368603755432407728128,2884506473433757857501054427463680,4942221090692783976108381987405824,9.721854711782748e-06
263,220,1052410604511761012329973654301651763200,6455651896917408942100859708243968,10855492057415750567959539834945536,1.1733851878416286e-05
264,220,1345932917879377198086791439437470367744,6528491891492011315855329314471936,11149244659204839964222224582311936,9.369227948770216e-06
265,224,2485872225669448008061643749471819923456,33188855789094465450638036764196864,51628153236177249314918105423544320,2.4338928987083474e-05
266,224,3261451496447448241465542537423527870464,33565548238986766667426373472092160,53941279112680286914939072328761344,1.913945008077092e-05
267,224,5931584493309231018777665840334839480320,33753894463932921887506560253427712,57945233589154894409183779207774208,1.1027947439607117e-05
268,224,7789268513501079187563724345222086262784,34130586913825227715980915388710912,58197273639290980502646677651324928,8.455452577116977e-06
269,228,14105935123867624567294078726461812899840,175166619512206833631695752784773120,274681357066400032267301532817424384,2.27489599777157e-05
270,230,17812075127719342033469375198946482192384,403984144455241975477496731098152960,608079364154196559269302973092593664,4.053097431592329e-05
271,230,32090632463248560936649107291770474987520,406251471137656925336446224220291072,630627481451057083427941233608097792,2.304874985857073e-05
272,230,42072504548748582895205485582314106781696,410786124502486751267368915626360832,653935836598259878578413047759503360,1.8052465478334845e-05
273,234,78295606327683186655678304957746368217088,2144093472323121810035156965918769152,3127837512780662072580819128049205248,4.803131665166029e-05
274,234,102875688253493215728773337816049419026432,2168163804201810711190453302100754432,3208154763415027061373451704228380672,3.727921363654632e-05
275,234,186939862578829198256461825412547165028352,2180198970141154866620196290838921216,3433093520748242693351172342322036736,2.141971556387574e-05
276,236,246461337547545008889042684097222986956800,5011866196626010023235780654053457920,7430725255635242778777541896113750016,3.6012794060823795e-05
277,240,452242609403099860425675710881871561752576,27079163890297503906906079005591470080,35982149722881760731633053867658182656,9.946551431865175e-05
278,240,599290454164841650762224463823443666665472,27383234118152910855976960815716630528,38145309616105630458738454919112556544,7.799716480870624e-05
279,240,1040448009168372027395909400843607005462528,27535269232080616691695643155601817600,39585781589648987195143548620081463296,4.601834205088141e-05
280,240,1357564169094273969851045980201289760374784,27839339459936023640766524965726978048,40638344329099391287237359284109967360,3.598184920407205e-05
281,240,2432743663873688901221226910091491040821248,27991374573863729476485207305612165120,42997043367793443449885970166397796352,2.081561394341256e-05
282,240,3270838002508429083673591509085614600355840,28295444801719141147922571985382539264,44758832836745942579389582774137520128,1.59325669972927e-05
283,240,5877664400284608869720643272645309540335616,28447479915646846983641254325267726336,46891146932602938567555557141394751488,9.143522265887711e-06
284,240,7836049792710682482679643863304199284457472,28751550143502253932712136135392886784,47418021981087511265674859820349390848,6.934025279295528e-06
285,242,14548058475270782492092196220558030594375680,65702835819682261513381811793816453120,108042618781246049228471889587167297536,8.519402971590866e-06
286,242,19265706844426658446719663700861748074512384,66401312975965762044472284392460386304,110284840959604920243883320107140644864,6.5421236207554426e-06
287,242,35975829395429244898543739106132324599726080,66750551554107517032384003561427566592,116674841427638507506849986366371004416,3.6370598751405246e-06
